date,state,branch,category,subcategory,case_type,cases
2022-01-01,Kedah,Kedah,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,31
2022-01-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2022-01-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Mencederakan (Kanun Keseksaan),1
2022-01-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Merogol (Kanun Keseksaan),1
2022-01-01,Kedah,Langkawi,Sivil,Keluarga Sivil,Cerai,1
2022-01-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2022-01-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Akta Sewa Beli,2
2022-01-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,1
2022-01-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Sewaan,1
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Lain-Lain (Mal),1
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Fasakh,9
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Hadhanah,2
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Isteri Kembali Taat,1
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,4
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,5
2022-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Perceraian,5
2022-01-01,Kedah,Langkawi,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,1
2022-01-01,Kelantan,Gua Musang,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,1
2022-01-01,Kelantan,Gua Musang,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Fasakh,1
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,1
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,3
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,3
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,5
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,4
2022-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Perceraian,3
2022-01-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,3
2022-01-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,1
2022-01-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,3
2022-01-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2022-01-01,Kelantan,Kelantan,Jenayah,Tidak Dinyatakan,Tidak Dinyatakan,4
2022-01-01,Kelantan,Kelantan,Sivil,Keluarga Sivil,Cerai,6
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,2
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),3
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,4
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,3
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Kemalangan,3
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Pampasan Pekerja,2
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Pemecahan Kontrak,2
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Pengangkatan,2
2022-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Perihal Tanah,5
2022-01-01,Kelantan,Kelantan,Sivil,Tidak Dinyatakan,Tidak Dinyatakan,10
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Lain-Lain (Mal),2
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Fasakh,2
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Hadhanah,11
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Isteri Kembali Taat,1
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,2
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,8
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,28
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Pengesahan Lafaz Cerai,4
2022-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Perceraian,13
2022-01-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2022-01-01,Kelantan,Kelantan,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,101
2022-01-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2022-01-01,Melaka,Melaka,Sivil,Keluarga Sivil,Cerai,19
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Akta Kerja 1955,1
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,3
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),7
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Tatatertib,1
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,3
2022-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tort,1
2022-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Kemalangan,2
2022-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Pengangkatan,1
2022-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,5
2022-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Fasakh,1
2022-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,1
2022-01-01,Melaka,Melaka,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,64
2022-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Tidak Dinyatakan,Tidak Dinyatakan,1
2022-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,Cerai,21
2022-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,1
2022-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Kemalangan,1
2022-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Tidak Dinyatakan,Tidak Dinyatakan,12
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Fasakh,6
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Hadhanah,4
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,6
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Muta'ah,6
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,2
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,3
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Perceraian,2
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,9
2022-01-01,Pahang,Pahang,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,1
2022-01-01,Pahang,Pahang,Sivil,Keluarga Sivil,Cerai,8
2022-01-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,Akta Kerja 1955,5
2022-01-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,1
2022-01-01,Pahang,Pahang,Sivil,Tidak Dinyatakan,Tidak Dinyatakan,4
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Penguatkuasaan Jagaan/Hak Lawatan,1
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Fasakh,6
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,3
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,3
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Perceraian,11
2022-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Perintah Supaya Suami Tinggal Bersama Semula,1
2022-01-01,Pahang,Pahang,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2022-01-01,Pahang,Pahang,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,25
2022-01-01,Pahang,Raub,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2022-01-01,Pahang,Raub,Jenayah,Jenayah Luar Bidang Kuasa,Amang/Assault (Kanun Keseksaan),1
2022-01-01,Pahang,Raub,Jenayah,Jenayah Luar Bidang Kuasa,Ugutan Jenayah (Kanun Keseksaan),1
2022-01-01,Pahang,Raub,Sivil,Keluarga Sivil,Cerai,1
2022-01-01,Pahang,Raub,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2022-01-01,Pahang,Raub,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2022-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Pampasan Pekerja,1
2022-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Pengangkatan,1
2022-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Perihal Tanah,2
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Fasakh,9
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,1
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Hadhanah,5
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,1
2022-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2022-01-01,Pahang,Raub,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,1
2022-01-01,Perak,Perak,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan (Lain-Lain),1
2022-01-01,Perak,Perak,Sivil,Keluarga Sivil,Cerai,79
2022-01-01,Perak,Perak,Sivil,Keluarga Sivil,Jagaan,1
2022-01-01,Perak,Perak,Sivil,Keluarga Sivil,Kuatkuasa Perintah - Jagaan,2
2022-01-01,Perak,Perak,Sivil,Keluarga Sivil,Perubahan Perintah - Jagaan,1
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,2
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Kanun Keseksaan (Lain-Lain),1
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Kanun Keseksaan 1997,1
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),16
2022-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2022-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Anggapan Kematian,2
2022-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,1
2022-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Perihal Tanah,1
2022-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,4
2022-01-01,Perak,Perak,Sivil,Tidak Dinyatakan,Tidak Dinyatakan,13
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Semakan Syariah Keluarga/Mal,1
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Fasakh,14
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,4
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,2
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,3
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Muta'ah,6
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,12
2022-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,3
2022-01-01,Perak,Perak,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,2
2022-01-01,Perak,Taiping,Sivil,Keluarga Sivil,Cerai,19
2022-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2022-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Kanun Keseksaan 1997,1
2022-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),5
2022-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,5
2022-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Kemalangan,1
2022-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Kuatkuasa Perintah - Harta Pusaka Kecil,1
2022-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Sewaan,1
2022-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,7
2022-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Tuntutan Pengguna,2
2022-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Fasakh,9
2022-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Hadhanah,7
2022-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2022-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2022-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Pengesahan Lafaz Cerai,1
2022-01-01,Perlis,Perlis,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,2
2022-01-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2022-01-01,Perlis,Perlis,Sivil,Keluarga Sivil,Cerai,8
2022-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),6
2022-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2022-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,2
2022-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Perihal Tanah,2
2022-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Sewaan,1
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,1
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Fasakh,11
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,2
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Hadhanah,3
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,2
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,1
2022-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Perceraian,1
2022-01-01,Perlis,Perlis,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2022-01-01,Perlis,Perlis,Syariah,Tidak Dinyatakan,Tidak Dinyatakan,3
2022-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,5
2022-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,20
2022-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,Mencuri (Kanun Keseksaan),1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Cerai,36
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Jagaan,10
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah Anak,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Perubahan Perintah - Jagaan,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Tuntutan Nafkah Anak,5
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,3
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Kuatkuasa Award Tribunal/Tuntutan Pembeli Rumah,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),3
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Kemalangan,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Kuatkuasa Perintah - Surat Mentadbir Pusaka,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Pengangkatan,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Perihal Tanah,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Sewaan,1
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,3
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Lain-Lain (Mal),1
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Fasakh,19
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,8
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,4
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Perceraian,3
2022-01-01,Sarawak,Miri,Jenayah,Jenayah Luar Bidang Kuasa,Akta Pencegahan Pengubahan Wang Haram dan Pencegahan Pembiayaan Keganasan 2001,1
2022-01-01,Sarawak,Miri,Sivil,Keluarga Sivil,Cerai,38
2022-01-01,Sarawak,Miri,Sivil,Keluarga Sivil,Tuntutan Nafkah Anak dan Isteri,1
2022-01-01,Sarawak,Miri,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),2
2022-01-01,Sarawak,Miri,Sivil,Sivil Pelbagai,Pengangkatan,1
2022-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Fasakh,11
2022-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Hadhanah,5
2022-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2022-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,5
2022-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2022-01-01,Sarawak,Sarawak,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,1
2022-01-01,Sarawak,Sarawak,Jenayah,Jenayah Luar Bidang Kuasa,Mencederakan (Kanun Keseksaan),3
2022-01-01,Sarawak,Sarawak,Jenayah,Tidak Dinyatakan,Tidak Dinyatakan,1
2022-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Cerai,100
2022-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Jagaan,1
2022-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Perubahan Perintah Nafkah Isteri,1
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Kanun Keseksaan (Lain-Lain),2
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),2
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,2
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,Jual Beli,1
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,Pemecahan Kontrak,1
2022-01-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,1
2022-01-01,Sarawak,Sarawak,Sivil,Tidak Dinyatakan,Tidak Dinyatakan,1
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Permohonan Pengesahan Wasiat,1
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Fasakh,30
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,1
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Hadhanah,12
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,1
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,10
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,3
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,1
2022-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Tunggakan Nafkah Anak/Isteri/Lain-Lain,1
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Cerai,29
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Jagaan,1
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Kuatkuasa Perintah - Jagaan,1
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah Anak,1
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah Isteri,2
2022-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Tuntutan Nafkah Isteri,1
2022-01-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2022-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Fasakh,7
2022-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2022-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,1
2022-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Perceraian,2
2022-01-01,Selangor,Selangor,Jenayah,Jenayah Bidang Kuasa,Jenayah Kanak-Kanak,1
2022-01-01,Selangor,Selangor,Jenayah,Jenayah Bidang Kuasa,Kanun Keseksaan 1997,2
2022-01-01,Selangor,Selangor,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2022-01-01,Selangor,Selangor,Jenayah,Tidak Dinyatakan,Tidak Dinyatakan,14
2022-01-01,Selangor,Selangor,Sivil,Keluarga Sivil,Cerai,32
2022-01-01,Selangor,Selangor,Sivil,Keluarga Sivil,Perubahan Perintah - Jagaan,1
2022-01-01,Selangor,Selangor,Sivil,Keluarga Sivil,Tuntutan Nafkah Anak,1
2022-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,1
2022-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,Akta Kerja 1955,1
2022-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,2
2022-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),4
2022-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2022-01-01,Selangor,Selangor,Sivil,Sivil Pelbagai,Jual Beli,1
