date,state,sex,age,registrations
2021-08-06,W.P. Putrajaya,female,25-29,4
2021-08-06,W.P. Putrajaya,female,30-34,6
2021-08-06,W.P. Putrajaya,female,35-39,7
2021-08-06,W.P. Putrajaya,female,40-44,4
2021-08-06,W.P. Putrajaya,female,45-49,7
2021-08-06,W.P. Putrajaya,female,50-54,3
2021-08-06,W.P. Putrajaya,female,55-59,2
2021-08-06,W.P. Putrajaya,female,60-64,1
2021-08-06,W.P. Putrajaya,female,65-69,2
2021-08-06,W.P. Putrajaya,female,70-74,0
2021-08-06,W.P. Putrajaya,female,75-79,0
2021-08-06,W.P. Putrajaya,female,80-84,0
2021-08-06,W.P. Putrajaya,female,85+,0
2021-08-06,W.P. Putrajaya,male,0-12,1
2021-08-06,W.P. Putrajaya,male,12-17,6
2021-08-06,W.P. Putrajaya,male,18-24,11
2021-08-06,W.P. Putrajaya,male,25-29,5
2021-08-06,W.P. Putrajaya,male,30-34,9
2021-08-06,W.P. Putrajaya,male,35-39,4
2021-08-06,W.P. Putrajaya,male,40-44,3
2021-08-06,W.P. Putrajaya,male,45-49,3
2021-08-06,W.P. Putrajaya,male,50-54,2
2021-08-06,W.P. Putrajaya,male,55-59,2
2021-08-06,W.P. Putrajaya,male,60-64,1
2021-08-06,W.P. Putrajaya,male,65-69,0
2021-08-06,W.P. Putrajaya,male,70-74,0
2021-08-06,W.P. Putrajaya,male,75-79,0
2021-08-06,W.P. Putrajaya,male,80-84,0
2021-08-06,W.P. Putrajaya,male,85+,0
2021-08-07,W.P. Putrajaya,female,0-12,0
2021-08-07,W.P. Putrajaya,female,12-17,3
2021-08-07,W.P. Putrajaya,female,18-24,3
2021-08-07,W.P. Putrajaya,female,25-29,8
2021-08-07,W.P. Putrajaya,female,30-34,3
2021-08-07,W.P. Putrajaya,female,35-39,2
2021-08-07,W.P. Putrajaya,female,40-44,2
2021-08-07,W.P. Putrajaya,female,45-49,6
2021-08-07,W.P. Putrajaya,female,50-54,1
2021-08-07,W.P. Putrajaya,female,55-59,2
2021-08-07,W.P. Putrajaya,female,60-64,0
2021-08-07,W.P. Putrajaya,female,65-69,1
2021-08-07,W.P. Putrajaya,female,70-74,0
2021-08-07,W.P. Putrajaya,female,75-79,0
2021-08-07,W.P. Putrajaya,female,80-84,0
2021-08-07,W.P. Putrajaya,female,85+,0
2021-08-07,W.P. Putrajaya,male,0-12,2
2021-08-07,W.P. Putrajaya,male,12-17,5
2021-08-07,W.P. Putrajaya,male,18-24,8
2021-08-07,W.P. Putrajaya,male,25-29,7
2021-08-07,W.P. Putrajaya,male,30-34,9
2021-08-07,W.P. Putrajaya,male,35-39,12
2021-08-07,W.P. Putrajaya,male,40-44,6
2021-08-07,W.P. Putrajaya,male,45-49,5
2021-08-07,W.P. Putrajaya,male,50-54,4
2021-08-07,W.P. Putrajaya,male,55-59,0
2021-08-07,W.P. Putrajaya,male,60-64,1
2021-08-07,W.P. Putrajaya,male,65-69,0
2021-08-07,W.P. Putrajaya,male,70-74,0
2021-08-07,W.P. Putrajaya,male,75-79,0
2021-08-07,W.P. Putrajaya,male,80-84,0
2021-08-07,W.P. Putrajaya,male,85+,1
2021-08-08,W.P. Putrajaya,female,0-12,2
2021-08-08,W.P. Putrajaya,female,12-17,11
2021-08-08,W.P. Putrajaya,female,18-24,5
2021-08-08,W.P. Putrajaya,female,25-29,8
2021-08-08,W.P. Putrajaya,female,30-34,1
2021-08-08,W.P. Putrajaya,female,35-39,7
2021-08-08,W.P. Putrajaya,female,40-44,5
2021-08-08,W.P. Putrajaya,female,45-49,2
2021-08-08,W.P. Putrajaya,female,50-54,2
2021-08-08,W.P. Putrajaya,female,55-59,2
2021-08-08,W.P. Putrajaya,female,60-64,0
2021-08-08,W.P. Putrajaya,female,65-69,2
2021-08-08,W.P. Putrajaya,female,70-74,1
2021-08-08,W.P. Putrajaya,female,75-79,0
2021-08-08,W.P. Putrajaya,female,80-84,1
2021-08-08,W.P. Putrajaya,female,85+,0
2021-08-08,W.P. Putrajaya,male,0-12,3
2021-08-08,W.P. Putrajaya,male,12-17,8
2021-08-08,W.P. Putrajaya,male,18-24,13
2021-08-08,W.P. Putrajaya,male,25-29,19
2021-08-08,W.P. Putrajaya,male,30-34,13
2021-08-08,W.P. Putrajaya,male,35-39,15
2021-08-08,W.P. Putrajaya,male,40-44,4
2021-08-08,W.P. Putrajaya,male,45-49,3
2021-08-08,W.P. Putrajaya,male,50-54,2
2021-08-08,W.P. Putrajaya,male,55-59,1
2021-08-08,W.P. Putrajaya,male,60-64,1
2021-08-08,W.P. Putrajaya,male,65-69,1
2021-08-08,W.P. Putrajaya,male,70-74,0
2021-08-08,W.P. Putrajaya,male,75-79,0
2021-08-08,W.P. Putrajaya,male,80-84,0
2021-08-08,W.P. Putrajaya,male,85+,0
2021-08-09,W.P. Putrajaya,female,0-12,1
2021-08-09,W.P. Putrajaya,female,12-17,11
2021-08-09,W.P. Putrajaya,female,18-24,7
2021-08-09,W.P. Putrajaya,female,25-29,4
2021-08-09,W.P. Putrajaya,female,30-34,10
2021-08-09,W.P. Putrajaya,female,35-39,10
2021-08-09,W.P. Putrajaya,female,40-44,7
2021-08-09,W.P. Putrajaya,female,45-49,2
2021-08-09,W.P. Putrajaya,female,50-54,4
2021-08-09,W.P. Putrajaya,female,55-59,1
2021-08-09,W.P. Putrajaya,female,60-64,0
2021-08-09,W.P. Putrajaya,female,65-69,0
2021-08-09,W.P. Putrajaya,female,70-74,0
2021-08-09,W.P. Putrajaya,female,75-79,0
2021-08-09,W.P. Putrajaya,female,80-84,0
2021-08-09,W.P. Putrajaya,female,85+,0
2021-08-09,W.P. Putrajaya,male,0-12,3
2021-08-09,W.P. Putrajaya,male,12-17,13
2021-08-09,W.P. Putrajaya,male,18-24,9
2021-08-09,W.P. Putrajaya,male,25-29,10
2021-08-09,W.P. Putrajaya,male,30-34,11
2021-08-09,W.P. Putrajaya,male,35-39,18
2021-08-09,W.P. Putrajaya,male,40-44,3
2021-08-09,W.P. Putrajaya,male,45-49,5
2021-08-09,W.P. Putrajaya,male,50-54,3
2021-08-09,W.P. Putrajaya,male,55-59,0
2021-08-09,W.P. Putrajaya,male,60-64,0
2021-08-09,W.P. Putrajaya,male,65-69,1
2021-08-09,W.P. Putrajaya,male,70-74,0
2021-08-09,W.P. Putrajaya,male,75-79,1
2021-08-09,W.P. Putrajaya,male,80-84,0
2021-08-09,W.P. Putrajaya,male,85+,1
2021-08-10,W.P. Putrajaya,female,0-12,2
2021-08-10,W.P. Putrajaya,female,12-17,7
2021-08-10,W.P. Putrajaya,female,18-24,6
2021-08-10,W.P. Putrajaya,female,25-29,5
2021-08-10,W.P. Putrajaya,female,30-34,11
2021-08-10,W.P. Putrajaya,female,35-39,13
2021-08-10,W.P. Putrajaya,female,40-44,6
2021-08-10,W.P. Putrajaya,female,45-49,3
2021-08-10,W.P. Putrajaya,female,50-54,3
2021-08-10,W.P. Putrajaya,female,55-59,1
2021-08-10,W.P. Putrajaya,female,60-64,1
2021-08-10,W.P. Putrajaya,female,65-69,0
2021-08-10,W.P. Putrajaya,female,70-74,1
2021-08-10,W.P. Putrajaya,female,75-79,0
2021-08-10,W.P. Putrajaya,female,80-84,0
2021-08-10,W.P. Putrajaya,female,85+,0
2021-08-10,W.P. Putrajaya,male,0-12,1
2021-08-10,W.P. Putrajaya,male,12-17,10
2021-08-10,W.P. Putrajaya,male,18-24,15
2021-08-10,W.P. Putrajaya,male,25-29,14
2021-08-10,W.P. Putrajaya,male,30-34,21
2021-08-10,W.P. Putrajaya,male,35-39,14
2021-08-10,W.P. Putrajaya,male,40-44,9
2021-08-10,W.P. Putrajaya,male,45-49,8
2021-08-10,W.P. Putrajaya,male,50-54,3
2021-08-10,W.P. Putrajaya,male,55-59,2
2021-08-10,W.P. Putrajaya,male,60-64,2
2021-08-10,W.P. Putrajaya,male,65-69,1
2021-08-10,W.P. Putrajaya,male,70-74,0
2021-08-10,W.P. Putrajaya,male,75-79,0
2021-08-10,W.P. Putrajaya,male,80-84,0
2021-08-10,W.P. Putrajaya,male,85+,0
2021-08-11,W.P. Putrajaya,female,0-12,4
2021-08-11,W.P. Putrajaya,female,12-17,7
2021-08-11,W.P. Putrajaya,female,18-24,3
2021-08-11,W.P. Putrajaya,female,25-29,7
2021-08-11,W.P. Putrajaya,female,30-34,4
2021-08-11,W.P. Putrajaya,female,35-39,6
2021-08-11,W.P. Putrajaya,female,40-44,3
2021-08-11,W.P. Putrajaya,female,45-49,1
2021-08-11,W.P. Putrajaya,female,50-54,0
2021-08-11,W.P. Putrajaya,female,55-59,1
2021-08-11,W.P. Putrajaya,female,60-64,1
2021-08-11,W.P. Putrajaya,female,65-69,0
2021-08-11,W.P. Putrajaya,female,70-74,0
2021-08-11,W.P. Putrajaya,female,75-79,0
2021-08-11,W.P. Putrajaya,female,80-84,0
2021-08-11,W.P. Putrajaya,female,85+,0
2021-08-11,W.P. Putrajaya,male,0-12,3
2021-08-11,W.P. Putrajaya,male,12-17,8
2021-08-11,W.P. Putrajaya,male,18-24,10
2021-08-11,W.P. Putrajaya,male,25-29,15
2021-08-11,W.P. Putrajaya,male,30-34,14
2021-08-11,W.P. Putrajaya,male,35-39,10
2021-08-11,W.P. Putrajaya,male,40-44,8
2021-08-11,W.P. Putrajaya,male,45-49,6
2021-08-11,W.P. Putrajaya,male,50-54,2
2021-08-11,W.P. Putrajaya,male,55-59,0
2021-08-11,W.P. Putrajaya,male,60-64,1
2021-08-11,W.P. Putrajaya,male,65-69,0
2021-08-11,W.P. Putrajaya,male,70-74,0
2021-08-11,W.P. Putrajaya,male,75-79,0
2021-08-11,W.P. Putrajaya,male,80-84,0
2021-08-11,W.P. Putrajaya,male,85+,0
2021-08-12,W.P. Putrajaya,female,0-12,3
2021-08-12,W.P. Putrajaya,female,12-17,15
2021-08-12,W.P. Putrajaya,female,18-24,10
2021-08-12,W.P. Putrajaya,female,25-29,3
2021-08-12,W.P. Putrajaya,female,30-34,4
2021-08-12,W.P. Putrajaya,female,35-39,11
2021-08-12,W.P. Putrajaya,female,40-44,8
2021-08-12,W.P. Putrajaya,female,45-49,2
2021-08-12,W.P. Putrajaya,female,50-54,2
2021-08-12,W.P. Putrajaya,female,55-59,1
2021-08-12,W.P. Putrajaya,female,60-64,1
2021-08-12,W.P. Putrajaya,female,65-69,1
2021-08-12,W.P. Putrajaya,female,70-74,1
2021-08-12,W.P. Putrajaya,female,75-79,0
2021-08-12,W.P. Putrajaya,female,80-84,0
2021-08-12,W.P. Putrajaya,female,85+,0
2021-08-12,W.P. Putrajaya,male,0-12,3
2021-08-12,W.P. Putrajaya,male,12-17,9
2021-08-12,W.P. Putrajaya,male,18-24,10
2021-08-12,W.P. Putrajaya,male,25-29,8
2021-08-12,W.P. Putrajaya,male,30-34,8
2021-08-12,W.P. Putrajaya,male,35-39,8
2021-08-12,W.P. Putrajaya,male,40-44,9
2021-08-12,W.P. Putrajaya,male,45-49,6
2021-08-12,W.P. Putrajaya,male,50-54,2
2021-08-12,W.P. Putrajaya,male,55-59,2
2021-08-12,W.P. Putrajaya,male,60-64,0
2021-08-12,W.P. Putrajaya,male,65-69,0
2021-08-12,W.P. Putrajaya,male,70-74,0
2021-08-12,W.P. Putrajaya,male,75-79,1
2021-08-12,W.P. Putrajaya,male,80-84,0
2021-08-12,W.P. Putrajaya,male,85+,0
2021-08-13,W.P. Putrajaya,female,0-12,3
2021-08-13,W.P. Putrajaya,female,12-17,6
2021-08-13,W.P. Putrajaya,female,18-24,4
2021-08-13,W.P. Putrajaya,female,25-29,5
2021-08-13,W.P. Putrajaya,female,30-34,3
2021-08-13,W.P. Putrajaya,female,35-39,6
2021-08-13,W.P. Putrajaya,female,40-44,8
2021-08-13,W.P. Putrajaya,female,45-49,3
2021-08-13,W.P. Putrajaya,female,50-54,4
2021-08-13,W.P. Putrajaya,female,55-59,0
2021-08-13,W.P. Putrajaya,female,60-64,1
2021-08-13,W.P. Putrajaya,female,65-69,0
2021-08-13,W.P. Putrajaya,female,70-74,1
2021-08-13,W.P. Putrajaya,female,75-79,0
2021-08-13,W.P. Putrajaya,female,80-84,0
2021-08-13,W.P. Putrajaya,female,85+,0
2021-08-13,W.P. Putrajaya,male,0-12,2
2021-08-13,W.P. Putrajaya,male,12-17,9
2021-08-13,W.P. Putrajaya,male,18-24,4
2021-08-13,W.P. Putrajaya,male,25-29,7
2021-08-13,W.P. Putrajaya,male,30-34,7
2021-08-13,W.P. Putrajaya,male,35-39,4
2021-08-13,W.P. Putrajaya,male,40-44,9
2021-08-13,W.P. Putrajaya,male,45-49,2
2021-08-13,W.P. Putrajaya,male,50-54,2
2021-08-13,W.P. Putrajaya,male,55-59,0
2021-08-13,W.P. Putrajaya,male,60-64,1
2021-08-13,W.P. Putrajaya,male,65-69,0
2021-08-13,W.P. Putrajaya,male,70-74,0
2021-08-13,W.P. Putrajaya,male,75-79,1
2021-08-13,W.P. Putrajaya,male,80-84,0
2021-08-13,W.P. Putrajaya,male,85+,0
2021-08-14,W.P. Putrajaya,female,0-12,3
2021-08-14,W.P. Putrajaya,female,12-17,19
2021-08-14,W.P. Putrajaya,female,18-24,8
2021-08-14,W.P. Putrajaya,female,25-29,6
2021-08-14,W.P. Putrajaya,female,30-34,7
2021-08-14,W.P. Putrajaya,female,35-39,7
2021-08-14,W.P. Putrajaya,female,40-44,3
2021-08-14,W.P. Putrajaya,female,45-49,4
2021-08-14,W.P. Putrajaya,female,50-54,1
2021-08-14,W.P. Putrajaya,female,55-59,1
2021-08-14,W.P. Putrajaya,female,60-64,1
2021-08-14,W.P. Putrajaya,female,65-69,2
2021-08-14,W.P. Putrajaya,female,70-74,1
2021-08-14,W.P. Putrajaya,female,75-79,2
2021-08-14,W.P. Putrajaya,female,80-84,0
2021-08-14,W.P. Putrajaya,female,85+,0
2021-08-14,W.P. Putrajaya,male,0-12,4
2021-08-14,W.P. Putrajaya,male,12-17,29
2021-08-14,W.P. Putrajaya,male,18-24,11
2021-08-14,W.P. Putrajaya,male,25-29,7
2021-08-14,W.P. Putrajaya,male,30-34,9
2021-08-14,W.P. Putrajaya,male,35-39,4
2021-08-14,W.P. Putrajaya,male,40-44,4
2021-08-14,W.P. Putrajaya,male,45-49,4
2021-08-14,W.P. Putrajaya,male,50-54,1
2021-08-14,W.P. Putrajaya,male,55-59,1
2021-08-14,W.P. Putrajaya,male,60-64,0
2021-08-14,W.P. Putrajaya,male,65-69,1
2021-08-14,W.P. Putrajaya,male,70-74,0
2021-08-14,W.P. Putrajaya,male,75-79,0
2021-08-14,W.P. Putrajaya,male,80-84,0
2021-08-14,W.P. Putrajaya,male,85+,0
2021-08-15,W.P. Putrajaya,female,0-12,3
2021-08-15,W.P. Putrajaya,female,12-17,76
2021-08-15,W.P. Putrajaya,female,18-24,11
2021-08-15,W.P. Putrajaya,female,25-29,5
2021-08-15,W.P. Putrajaya,female,30-34,5
2021-08-15,W.P. Putrajaya,female,35-39,5
2021-08-15,W.P. Putrajaya,female,40-44,11
2021-08-15,W.P. Putrajaya,female,45-49,2
2021-08-15,W.P. Putrajaya,female,50-54,0
2021-08-15,W.P. Putrajaya,female,55-59,1
2021-08-15,W.P. Putrajaya,female,60-64,1
2021-08-15,W.P. Putrajaya,female,65-69,0
2021-08-15,W.P. Putrajaya,female,70-74,2
2021-08-15,W.P. Putrajaya,female,75-79,0
2021-08-15,W.P. Putrajaya,female,80-84,0
2021-08-15,W.P. Putrajaya,female,85+,0
2021-08-15,W.P. Putrajaya,male,0-12,10
2021-08-15,W.P. Putrajaya,male,12-17,80
2021-08-15,W.P. Putrajaya,male,18-24,10
2021-08-15,W.P. Putrajaya,male,25-29,11
2021-08-15,W.P. Putrajaya,male,30-34,9
2021-08-15,W.P. Putrajaya,male,35-39,10
2021-08-15,W.P. Putrajaya,male,40-44,6
2021-08-15,W.P. Putrajaya,male,45-49,6
2021-08-15,W.P. Putrajaya,male,50-54,1
2021-08-15,W.P. Putrajaya,male,55-59,1
2021-08-15,W.P. Putrajaya,male,60-64,0
2021-08-15,W.P. Putrajaya,male,65-69,0
2021-08-15,W.P. Putrajaya,male,70-74,0
2021-08-15,W.P. Putrajaya,male,75-79,0
2021-08-15,W.P. Putrajaya,male,80-84,0
2021-08-15,W.P. Putrajaya,male,85+,0
2021-08-16,W.P. Putrajaya,female,0-12,6
2021-08-16,W.P. Putrajaya,female,12-17,38
2021-08-16,W.P. Putrajaya,female,18-24,3
2021-08-16,W.P. Putrajaya,female,25-29,7
2021-08-16,W.P. Putrajaya,female,30-34,6
2021-08-16,W.P. Putrajaya,female,35-39,12
2021-08-16,W.P. Putrajaya,female,40-44,2
2021-08-16,W.P. Putrajaya,female,45-49,7
2021-08-16,W.P. Putrajaya,female,50-54,3
2021-08-16,W.P. Putrajaya,female,55-59,0
2021-08-16,W.P. Putrajaya,female,60-64,1
2021-08-16,W.P. Putrajaya,female,65-69,1
2021-08-16,W.P. Putrajaya,female,70-74,3
2021-08-16,W.P. Putrajaya,female,75-79,0
2021-08-16,W.P. Putrajaya,female,80-84,1
2021-08-16,W.P. Putrajaya,female,85+,0
2021-08-16,W.P. Putrajaya,male,0-12,4
2021-08-16,W.P. Putrajaya,male,12-17,31
2021-08-16,W.P. Putrajaya,male,18-24,14
2021-08-16,W.P. Putrajaya,male,25-29,9
2021-08-16,W.P. Putrajaya,male,30-34,8
2021-08-16,W.P. Putrajaya,male,35-39,5
2021-08-16,W.P. Putrajaya,male,40-44,7
2021-08-16,W.P. Putrajaya,male,45-49,4
2021-08-16,W.P. Putrajaya,male,50-54,2
2021-08-16,W.P. Putrajaya,male,55-59,1
2021-08-16,W.P. Putrajaya,male,60-64,2
2021-08-16,W.P. Putrajaya,male,65-69,1
2021-08-16,W.P. Putrajaya,male,70-74,0
2021-08-16,W.P. Putrajaya,male,75-79,0
2021-08-16,W.P. Putrajaya,male,80-84,0
2021-08-16,W.P. Putrajaya,male,85+,1
2021-08-17,W.P. Putrajaya,female,0-12,3
2021-08-17,W.P. Putrajaya,female,12-17,21
2021-08-17,W.P. Putrajaya,female,18-24,8
2021-08-17,W.P. Putrajaya,female,25-29,7
2021-08-17,W.P. Putrajaya,female,30-34,2
2021-08-17,W.P. Putrajaya,female,35-39,6
2021-08-17,W.P. Putrajaya,female,40-44,6
2021-08-17,W.P. Putrajaya,female,45-49,5
2021-08-17,W.P. Putrajaya,female,50-54,3
2021-08-17,W.P. Putrajaya,female,55-59,1
2021-08-17,W.P. Putrajaya,female,60-64,1
2021-08-17,W.P. Putrajaya,female,65-69,1
2021-08-17,W.P. Putrajaya,female,70-74,0
2021-08-17,W.P. Putrajaya,female,75-79,0
2021-08-17,W.P. Putrajaya,female,80-84,0
2021-08-17,W.P. Putrajaya,female,85+,0
2021-08-17,W.P. Putrajaya,male,0-12,9
2021-08-17,W.P. Putrajaya,male,12-17,17
2021-08-17,W.P. Putrajaya,male,18-24,18
2021-08-17,W.P. Putrajaya,male,25-29,13
2021-08-17,W.P. Putrajaya,male,30-34,8
2021-08-17,W.P. Putrajaya,male,35-39,13
2021-08-17,W.P. Putrajaya,male,40-44,9
2021-08-17,W.P. Putrajaya,male,45-49,7
2021-08-17,W.P. Putrajaya,male,50-54,4
2021-08-17,W.P. Putrajaya,male,55-59,1
2021-08-17,W.P. Putrajaya,male,60-64,2
2021-08-17,W.P. Putrajaya,male,65-69,0
2021-08-17,W.P. Putrajaya,male,70-74,0
2021-08-17,W.P. Putrajaya,male,75-79,0
2021-08-17,W.P. Putrajaya,male,80-84,0
2021-08-17,W.P. Putrajaya,male,85+,0
2021-08-18,W.P. Putrajaya,female,0-12,0
2021-08-18,W.P. Putrajaya,female,12-17,17
2021-08-18,W.P. Putrajaya,female,18-24,6
2021-08-18,W.P. Putrajaya,female,25-29,3
2021-08-18,W.P. Putrajaya,female,30-34,3
2021-08-18,W.P. Putrajaya,female,35-39,4
2021-08-18,W.P. Putrajaya,female,40-44,5
2021-08-18,W.P. Putrajaya,female,45-49,6
2021-08-18,W.P. Putrajaya,female,50-54,0
2021-08-18,W.P. Putrajaya,female,55-59,0
2021-08-18,W.P. Putrajaya,female,60-64,1
2021-08-18,W.P. Putrajaya,female,65-69,0
2021-08-18,W.P. Putrajaya,female,70-74,1
2021-08-18,W.P. Putrajaya,female,75-79,0
2021-08-18,W.P. Putrajaya,female,80-84,1
2021-08-18,W.P. Putrajaya,female,85+,0
2021-08-18,W.P. Putrajaya,male,0-12,3
2021-08-18,W.P. Putrajaya,male,12-17,23
2021-08-18,W.P. Putrajaya,male,18-24,25
2021-08-18,W.P. Putrajaya,male,25-29,6
2021-08-18,W.P. Putrajaya,male,30-34,7
2021-08-18,W.P. Putrajaya,male,35-39,12
2021-08-18,W.P. Putrajaya,male,40-44,9
2021-08-18,W.P. Putrajaya,male,45-49,1
2021-08-18,W.P. Putrajaya,male,50-54,0
2021-08-18,W.P. Putrajaya,male,55-59,2
2021-08-18,W.P. Putrajaya,male,60-64,0
2021-08-18,W.P. Putrajaya,male,65-69,0
2021-08-18,W.P. Putrajaya,male,70-74,0
2021-08-18,W.P. Putrajaya,male,75-79,0
2021-08-18,W.P. Putrajaya,male,80-84,0
2021-08-18,W.P. Putrajaya,male,85+,0
2021-08-19,W.P. Putrajaya,female,0-12,9
2021-08-19,W.P. Putrajaya,female,12-17,19
2021-08-19,W.P. Putrajaya,female,18-24,7
2021-08-19,W.P. Putrajaya,female,25-29,4
2021-08-19,W.P. Putrajaya,female,30-34,2
2021-08-19,W.P. Putrajaya,female,35-39,6
2021-08-19,W.P. Putrajaya,female,40-44,5
2021-08-19,W.P. Putrajaya,female,45-49,2
2021-08-19,W.P. Putrajaya,female,50-54,6
2021-08-19,W.P. Putrajaya,female,55-59,2
2021-08-19,W.P. Putrajaya,female,60-64,2
2021-08-19,W.P. Putrajaya,female,65-69,1
2021-08-19,W.P. Putrajaya,female,70-74,0
2021-08-19,W.P. Putrajaya,female,75-79,0
2021-08-19,W.P. Putrajaya,female,80-84,0
2021-08-19,W.P. Putrajaya,female,85+,0
2021-08-19,W.P. Putrajaya,male,0-12,9
2021-08-19,W.P. Putrajaya,male,12-17,30
2021-08-19,W.P. Putrajaya,male,18-24,13
2021-08-19,W.P. Putrajaya,male,25-29,10
2021-08-19,W.P. Putrajaya,male,30-34,12
2021-08-19,W.P. Putrajaya,male,35-39,8
2021-08-19,W.P. Putrajaya,male,40-44,8
2021-08-19,W.P. Putrajaya,male,45-49,3
2021-08-19,W.P. Putrajaya,male,50-54,1
2021-08-19,W.P. Putrajaya,male,55-59,1
2021-08-19,W.P. Putrajaya,male,60-64,2
2021-08-19,W.P. Putrajaya,male,65-69,1
2021-08-19,W.P. Putrajaya,male,70-74,0
2021-08-19,W.P. Putrajaya,male,75-79,0
2021-08-19,W.P. Putrajaya,male,80-84,0
2021-08-19,W.P. Putrajaya,male,85+,0
2021-08-20,W.P. Putrajaya,female,0-12,8
2021-08-20,W.P. Putrajaya,female,12-17,24
2021-08-20,W.P. Putrajaya,female,18-24,5
2021-08-20,W.P. Putrajaya,female,25-29,6
2021-08-20,W.P. Putrajaya,female,30-34,3
2021-08-20,W.P. Putrajaya,female,35-39,8
2021-08-20,W.P. Putrajaya,female,40-44,5
2021-08-20,W.P. Putrajaya,female,45-49,3
2021-08-20,W.P. Putrajaya,female,50-54,2
2021-08-20,W.P. Putrajaya,female,55-59,0
2021-08-20,W.P. Putrajaya,female,60-64,3
2021-08-20,W.P. Putrajaya,female,65-69,1
2021-08-20,W.P. Putrajaya,female,70-74,0
2021-08-20,W.P. Putrajaya,female,75-79,0
2021-08-20,W.P. Putrajaya,female,80-84,0
2021-08-20,W.P. Putrajaya,female,85+,1
2021-08-20,W.P. Putrajaya,male,0-12,7
2021-08-20,W.P. Putrajaya,male,12-17,22
2021-08-20,W.P. Putrajaya,male,18-24,12
2021-08-20,W.P. Putrajaya,male,25-29,8
2021-08-20,W.P. Putrajaya,male,30-34,9
2021-08-20,W.P. Putrajaya,male,35-39,13
2021-08-20,W.P. Putrajaya,male,40-44,8
2021-08-20,W.P. Putrajaya,male,45-49,2
2021-08-20,W.P. Putrajaya,male,50-54,1
2021-08-20,W.P. Putrajaya,male,55-59,1
2021-08-20,W.P. Putrajaya,male,60-64,2
2021-08-20,W.P. Putrajaya,male,65-69,0
2021-08-20,W.P. Putrajaya,male,70-74,1
2021-08-20,W.P. Putrajaya,male,75-79,0
2021-08-20,W.P. Putrajaya,male,80-84,0
2021-08-20,W.P. Putrajaya,male,85+,0
2021-08-21,W.P. Putrajaya,female,0-12,5
2021-08-21,W.P. Putrajaya,female,12-17,14
2021-08-21,W.P. Putrajaya,female,18-24,2
2021-08-21,W.P. Putrajaya,female,25-29,5
2021-08-21,W.P. Putrajaya,female,30-34,4
2021-08-21,W.P. Putrajaya,female,35-39,4
2021-08-21,W.P. Putrajaya,female,40-44,3
2021-08-21,W.P. Putrajaya,female,45-49,4
2021-08-21,W.P. Putrajaya,female,50-54,1
2021-08-21,W.P. Putrajaya,female,55-59,1
2021-08-21,W.P. Putrajaya,female,60-64,1
2021-08-21,W.P. Putrajaya,female,65-69,0
2021-08-21,W.P. Putrajaya,female,70-74,1
2021-08-21,W.P. Putrajaya,female,75-79,1
2021-08-21,W.P. Putrajaya,female,80-84,0
2021-08-21,W.P. Putrajaya,female,85+,0
2021-08-21,W.P. Putrajaya,male,0-12,9
2021-08-21,W.P. Putrajaya,male,12-17,18
2021-08-21,W.P. Putrajaya,male,18-24,18
2021-08-21,W.P. Putrajaya,male,25-29,9
2021-08-21,W.P. Putrajaya,male,30-34,6
2021-08-21,W.P. Putrajaya,male,35-39,12
2021-08-21,W.P. Putrajaya,male,40-44,7
2021-08-21,W.P. Putrajaya,male,45-49,2
2021-08-21,W.P. Putrajaya,male,50-54,3
2021-08-21,W.P. Putrajaya,male,55-59,0
2021-08-21,W.P. Putrajaya,male,60-64,0
2021-08-21,W.P. Putrajaya,male,65-69,0
2021-08-21,W.P. Putrajaya,male,70-74,2
2021-08-21,W.P. Putrajaya,male,75-79,0
2021-08-21,W.P. Putrajaya,male,80-84,0
2021-08-21,W.P. Putrajaya,male,85+,0
2021-08-22,W.P. Putrajaya,female,0-12,3
2021-08-22,W.P. Putrajaya,female,12-17,28
2021-08-22,W.P. Putrajaya,female,18-24,3
2021-08-22,W.P. Putrajaya,female,25-29,3
2021-08-22,W.P. Putrajaya,female,30-34,6
2021-08-22,W.P. Putrajaya,female,35-39,3
2021-08-22,W.P. Putrajaya,female,40-44,7
2021-08-22,W.P. Putrajaya,female,45-49,3
2021-08-22,W.P. Putrajaya,female,50-54,2
2021-08-22,W.P. Putrajaya,female,55-59,0
2021-08-22,W.P. Putrajaya,female,60-64,0
2021-08-22,W.P. Putrajaya,female,65-69,0
2021-08-22,W.P. Putrajaya,female,70-74,2
2021-08-22,W.P. Putrajaya,female,75-79,0
2021-08-22,W.P. Putrajaya,female,80-84,1
2021-08-22,W.P. Putrajaya,female,85+,0
2021-08-22,W.P. Putrajaya,male,0-12,2
2021-08-22,W.P. Putrajaya,male,12-17,19
2021-08-22,W.P. Putrajaya,male,18-24,11
2021-08-22,W.P. Putrajaya,male,25-29,3
2021-08-22,W.P. Putrajaya,male,30-34,5
2021-08-22,W.P. Putrajaya,male,35-39,6
2021-08-22,W.P. Putrajaya,male,40-44,6
2021-08-22,W.P. Putrajaya,male,45-49,4
2021-08-22,W.P. Putrajaya,male,50-54,3
2021-08-22,W.P. Putrajaya,male,55-59,2
2021-08-22,W.P. Putrajaya,male,60-64,1
2021-08-22,W.P. Putrajaya,male,65-69,0
2021-08-22,W.P. Putrajaya,male,70-74,0
2021-08-22,W.P. Putrajaya,male,75-79,1
